categories,cat_id,groups,gr_id,resources,csr_code
Машины для дорожного и аэродромного строительства,0,Распределители,0,"Распределители щебня прицепные, объем бункера 2,1 м3, рабочая ширина 250-3000 мм",91.08.07-017
Машины для дорожного и аэродромного строительства,0,Распределители,0,"Укладчики (отсыпщики) обочин на базе фронтального погрузчика, ширина укладки до 3000 мм",91.08.07-030
Машины для дорожного и аэродромного строительства,0,Смесители,0,"Смесители-укладчики литых эмульсионно-минеральных смесей, бункер щебня 9,2 м3, производительность насоса эмульсии 400 л/мин",91.08.08-001
Машины для дорожного и аэродромного строительства,0,Смесители,0,"Установки мобильные асфальтосмесительные для приготовления холодных смесей, производительность 250 т/ч",91.08.08-015
Машины для дорожного и аэродромного строительства,0,Трамбовки,0,"Трамбовки на базе трактора, 118 кВт (160 л.с.)",91.08.09-022
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Регенераторы-смесители, ширина фрезерования 2438 мм, мощность 400 кВт (550 л.с.)",91.08.10-001
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Ремиксеры, рабочая ширина до 4,5 м, мощность 240 кВт (326 л.с.)",91.08.11-051
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы дорожные холодные самоходные на гусеничном ходу, максимальная ширина фрезерования 1000 мм",91.08.10-023
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы-ресайклеры дорожные, ширина фрезерования 2180 мм, мощность 522 кВт (710 л.с.)",91.08.10-031
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы дорожные холодные самоходные, максимальная ширина фрезерования 350 мм",91.08.10-041
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,Фрезы навесные без трактора для устройства шумовых полос,91.08.10-050
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,Фрезы навесные без трактора (болотные),91.08.10-051
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы навесные дорожные на тракторе, мощность 121 кВт (165 л.с.)",91.08.10-052
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы дорожные холодные самоходные колесные, максимальная ширина фрезерования 500 мм",91.08.10-053
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы дорожные холодные самоходные колесные, максимальная ширина фрезерования 1000 мм",91.08.10-054
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Фрезы дорожные холодные самоходные на гусеничном ходу, максимальная ширина фрезерования 2000 мм",91.08.10-055
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Ресайклеры-стабилизаторы грунта, ширина фрезерования 3048 мм, мощность 500 кВт (680 л.с.)",91.08.11-061
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,Машины для разрушения цементнобетонного покрытия дорог и аэродромов виброрезонансным методом,91.08.11-111
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Стабилизаторы грунта, рабочая ширина 2,33 м, мощность 360 кВт (482 л.с.)",91.08.11-071
Машины для дорожного и аэродромного строительства,0,"Фрезы, установки фрезерования",0,"Установки для терморисайклинга дорожного покрытия, рабочая ширина до 8,5 м, мощность 150 кВт (205 л.с.)",91.08.11-091
Машины для дорожного и аэродромного строительства,0,Заливщики швов,0,"Заливщики швов и трещин самоходные, объем бака до 480 л с компрессором для продувки трещин и швов",91.08.11-011
Машины для дорожного и аэродромного строительства,0,Кохеры,0,"Кохеры на шасси автомобиля, емкость котла до 4,4 м3",91.08.11-101
Машины для дорожного и аэродромного строительства,0,Кохеры,0,"Кохеры мобильные самоходные, емкость котла до 0,6 м3",91.08.11-512
Машины для дорожного и аэродромного строительства,0,Кохеры,0,"Кохеры на шасси автомобиля, емкость котла до 8 м3",91.08.11-515
Машины для железнодорожного строительства,0,Автомотрисы,0,"Автомотрисы для работы на контактной сети с крановой установкой, оснащенной съемными люльками",91.09.01-011
Машины для железнодорожного строительства,0,Автомотрисы,0,Автомотрисы монтажные без крановой установки,91.09.01-012
Машины для железнодорожного строительства,0,Вагонетки,0,"Вагонетки неопрокидные, вместимость 1,4 м3",91.09.02-002
Машины для железнодорожного строительства,0,Вагонетки,0,"Вагонетки опрокидные, вместимость 0,8 м3",91.09.02-003
Машины для железнодорожного строительства,0,Вагонетки,0,Вагонетки путевые широкой колеи,91.09.02-005
Машины для железнодорожного строительства,0,Вагонетки,0,"Вагонетки неопрокидные, вместимость 1 м3",91.09.02-006
Машины для железнодорожного строительства,0,Вагонетки,0,"Вагонетки неопрокидные, вместимость 2,5 м3",91.09.02-008
Машины для железнодорожного строительства,0,Вагонетки,0,"Вагонетки неопрокидные, вместимость 3,3 м3",91.09.02-009
Машины для железнодорожного строительства,0,Вагоны и платформы,0,"Вагоны-самосвалы (думпкары), грузоподъемность 136 т",91.09.03-001
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Вагоны строительно-монтажные широкой колеи,91.09.03-023
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Вагоны широкой колеи 20 т,91.09.03-024
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Платформы моторные к путеукладчику,91.09.03-031
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Тележки подвижные для перегонных тоннелей,91.09.03-032
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Тележки платформенные для станционных тоннелей,91.09.03-033
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Платформы узкой колеи,91.09.03-034
Машины для железнодорожного строительства,0,Вагоны и платформы,0,"Платформы широкой колеи, грузоподъемность 73 т",91.09.03-035
Машины для железнодорожного строительства,0,Вагоны и платформы,0,"Платформы широкой колеи, грузоподъемность 200 т",91.09.03-036
Машины для железнодорожного строительства,0,Вагоны и платформы,0,Платформы широкой колеи с роликовым транспортером,91.09.03-037
Машины для железнодорожного строительства,0,Дрезины,0,"Дрезины широкой колеи грузовые крановые универсальные, грузоподъемность крановой установки 1 т",91.09.04-001
Машины для железнодорожного строительства,0,Дрезины,0,"Дрезины широкой колеи грузовые крановые универсальные, грузоподъемность крановой установки 3,5 т",91.09.04-002
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,"Локомотивы шахтные дизельные, тяговое усилие (сцепной вес) 30 т",91.09.05-011
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,"Тепловозы широкой колеи маневровые, мощность 550 кВт (750 л.с.)",91.09.05-022
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,"Тепловозы широкой колеи маневровые, мощность 880 кВт (1200 л.с.)",91.09.05-023
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,"Тепловозы широкой колеи, мощность до 552 кВт (750 л.с.)",96.01.09-001
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,Электровозы шахтные контактные,91.09.05-031
Машины для железнодорожного строительства,0,Локомотивы железнодорожные,0,"Тепловозы двухсекционные широкой колеи магистральные, мощность 5300 кВт (7200 л.с.)",91.09.05-517
Машины для железнодорожного строительства,0,Машины для монтажа контактной сети,0,"Машины для монтажа контактной сети при работе ""с поля""",91.09.06-004
Машины для железнодорожного строительства,0,Машины для монтажа контактной сети,0,"Машины для монтажа контактной сети при работе ""с пути"" с краном-манипулятором, грузоподъемность до 10 т",91.09.06-005
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,Машины для балластировки железнодорожного пути,91.09.07-011
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,Машины для вырезки балласта самоходные,91.09.07-012
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,Машины роторные для вырезки балласта по торцам шпал несамоходные,91.09.07-013
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Машины щебнеочистительные, производительность 400-600 м3/час, несамоходные",91.09.07-014
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Машины щебнеочистительные, производительность 600-800 м3/час, несамоходные",91.09.07-015
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Машины щебнеочистительные, производительность 800-1200 м3/час, самоходные",91.09.07-016
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Машины щебнеочистительные, производительность 1000-1200 м3/час, несамоходные",91.09.07-017
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Машины щебнеочистительные, производительность до 600 м3/час, самоходные",91.09.07-018
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,Планировщики балласта,91.09.07-021
Машины для железнодорожного строительства,0,Машины для очистки и дозировки балласта,0,"Вагоны хоппер-дозаторы, вместимость кузова до 41 м3, грузоподъемность до 71 т",91.09.07-501
Машины для железнодорожного строительства,0,Машины для погрузки и транспортирования звеньев путей и материалов,0,Составы для перевозки блоков стрелочных переводов,91.09.08-001
Машины для железнодорожного строительства,0,Машины для погрузки и транспортирования звеньев путей и материалов,0,Спецсоставы для перевозки рельсовых плетей,91.09.08-011
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,"Краны козловые двухконсольные для работы на звеносборочных базах, 10 т",91.09.09-001
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Краны укладочные для рельсовых звеньев 25 м на деревянных шпалах,91.09.09-002
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Краны укладочные для рельсовых звеньев 25 м на железобетонных шпалах,91.09.09-003
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Линии поточные для сборки звеньев с железобетонными шпалами (цеховое оборудование),91.09.09-101
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Линии поточные полуавтоматические для сборки звеньев с деревянными шпалами (цеховое оборудование),91.09.09-102
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Линии технологические для сборки звеньев с железобетонными шпалами (цеховое оборудование),91.09.09-103
Машины для железнодорожного строительства,0,"Машины для сборки, укладки и разборки путевой решетки",0,Стенды звеносборочные (цеховое оборудование),91.09.09-104
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Машины выправочно-подбивочно-отделочные,91.09.10-001
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Машины выправочно-подбивочно-рихтовочные для стрелочных переводов,91.09.10-003
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,"Машины выправочно-подбивочно-рихтовочные для стрелочных переводов, производительность до 1200 шпал/час",91.09.10-004
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,"Машины выправочно-подбивочно-рихтовочные, производительность 2200-2400 шпал/час",91.09.10-005
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Машины выправочно-подбивочно-рихтовочные производительностью до 2000 шпал/час,91.09.10-006
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Машины для подбивки шпал с пневматическими подбойками,91.09.10-007
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Машины путерихтовочные,91.09.10-008
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Поезда рельсошлифовальные,91.09.10-011
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Путеподъемники самоходные,91.09.10-021
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,Стабилизаторы пути динамические,91.09.10-041
Машины для железнодорожного строительства,0,"Машины для уплотнения, выправки, подбивки и рихтовки путей",0,"Струги путевые несамоходные, максимальный вылет крыла от оси пути 7,8 м",91.09.12-111
Машины для железнодорожного строительства,0,Машины для устройства фундаментов опор контактной сети,0,Агрегаты для вибропогружения свайных фундаментов опор контактной сети (без мотовоза-электростанции),91.09.11-001
Машины для железнодорожного строительства,0,Машины для устройства фундаментов опор контактной сети,0,"Комплекс машин при работе «в окно» для устройства свайных фундаментов опор контактной сети методом: завинчивания (платформа с буровой установкой, платформа с вибропогружателем и гидрокабестаном, вагон мастерская)",91.09.11-013
Машины для железнодорожного строительства,0,Машины для устройства фундаментов опор контактной сети,0,"Комплексы универсальные для бурения скважин в скальных грунтах под опоры контактной сети, диаметр бурения 560 мм, глубина бурения от головки рельса 3,5 м",91.09.11-014
Машины для железнодорожного строительства,0,Машины для устройства фундаментов опор контактной сети,0,"Машины для рытья котлованов под опоры контактной сети при работе ""с поля""",91.09.11-021
Машины для железнодорожного строительства,0,Машины для устройства фундаментов опор контактной сети,0,"Машины для рытья котлованов под опоры контактной сети при работе ""с пути""",91.09.11-022
Машины для железнодорожного строительства,0,Машины и инструменты для работы с отдельными элементами верхнего строения пути,0,"Машины для смены шпал, усилие вытаскивания шпалы 45 кН, мощность двигателя 79 кВт (107 л.с.)",91.09.12-061
Машины для железнодорожного строительства,0,Машины и инструменты для работы с отдельными элементами верхнего строения пути,0,"Комплексы передвижные механизированные сборные секционные для перемещения оборудования при устройстве буроинъекционных свай с использованием разрядно-импульсной технологии, двухплатформенные, с двумя лебедками тяговым усилием 3,2 т,",91.09.12-522
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Комплексы мобильные рельсосварочные,91.09.13-001
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Машины путевые рельсосварочные в комплекте с оборудованием для термической обработки и шлифования сварных стыков,91.09.13-011
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Машины электросварочные автоматические для контактной сварки рельсов подвесные,91.09.13-012
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,"Установки высоковольтные электроимпульсные для создания электрических разрядов в грунте при производстве свай по разрядно-импульсной технологии, наибольшее значение запасаемой энергии 40 кДж, значение емкости накопителя энергии 1000",91.09.13-014
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Мотовозы-электростанции,91.09.13-021
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,"Мотовозы широкой колеи, мощность до 198 кВт (270 л.с.)",91.09.13-504
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Машины вакуумные путевые,91.09.14-021
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Машины кюветоочистительные,91.09.14-031
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Модули тягово-энергетические для несамоходных машин,91.09.14-041
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,Составы для засорителей,91.09.14-071
Машины для железнодорожного строительства,0,Машины энергосиловые и сварочные путевые,0,"Экскаваторы-погрузчики на комбинированном ходу с модулем для замены шпал при устройстве верхнего строения пути, масса экскаватора до 20 т, ширина захвата 920 мм",91.09.14-502
Машины для строительства магистральных трубопроводов,0,Агрегаты наполнительно-опрессовочные,0,"Агрегаты наполнительно-опрессовочные, подача до 70 м3/ч",91.10.01-001
Машины для строительства магистральных трубопроводов,0,Агрегаты наполнительно-опрессовочные,0,"Агрегаты наполнительно-опрессовочные, подача до 300 м3/ч",91.10.01-002
Машины для строительства магистральных трубопроводов,0,Агрегаты наполнительно-опрессовочные,0,"Агрегаты наполнительно-опрессовочные, подача до 500 м3/ч",91.10.01-003
Машины для строительства магистральных трубопроводов,0,Агрегаты наполнительно-опрессовочные,0,"Агрегаты наполнительно-опрессовочные, подача до 25 м3/ч",91.10.01-004
Машины для строительства магистральных трубопроводов,0,Битумозаправщики,0,"Битумозаправщики, грузоподъемность 4 т",91.10.03-001
Машины для строительства магистральных трубопроводов,0,Битумозаправщики,0,"Битумозаправщики, грузоподъемность 6 т",91.10.03-002
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 6,3 т",91.10.05-004
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 12,5 т",91.10.05-007
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 20 т",91.10.05-008
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 35 т",91.10.05-009
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 50 т",91.10.05-010
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики, номинальная грузоподъемность 92 т",91.10.05-011
Машины для строительства магистральных трубопроводов,0,Трубоукладчики,0,"Трубоукладчики для труб диаметром до 700 мм, грузоподъемность 12,5 т",96.01.10-001
Машины для строительства магистральных трубопроводов,0,Машины для завинчивания анкеров,0,Машины для завинчивания анкеров (без крана-трубоукладчика),91.10.11-021
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Кабелеукладчики колесные прицепные для прокладки коаксиального кабеля на глубину до 1,2 м",91.11.01-001
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Кабелеукладчики колесные прицепные для прокладки всех типов кабелей междугородной связи на глубину от 0,9 до 1,2 м",91.11.01-002
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Кабелеукладчики колесные прицепные для бестраншейной укладки как медного, так и волоконно-оптического кабеля с одновременной укладкой контрольной ленты, а также полиэтиленовых труб, диаметр кабеля или труб до 65 мм, глубина укладки д",91.11.01-003
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Кабелеукладчики на железнодорожном ходу,91.11.01-004
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Кабелеукладчики вибрационные для прокладки оптического кабеля на базе трактора мощностью 132 кВт (180 л.с.),91.11.01-005
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Кабелеукладчики прицепные легкие для сельской и зоновой связи,91.11.01-006
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Машины монтажные для выполнения работ при прокладке и монтаже кабеля на базе автомобиля,91.11.01-012
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Комплексы для монтажа проводов методом ""под тяжением"", тяговое усилие натяжения / торможения до 150 кН",91.11.02-021
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Машины для горизонтального прокола грунта автомобилем бортовым грузоподъемностью до 3 т, тяговое усилие 30 т",91.11.02-041
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Пропорщики прицепные,91.11.02-051
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Тележки раскаточные на гусеничном ходу,91.11.02-061
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,"Траншеекопатели с режущим скальным диском на гусеничном ходу, мощность 88 кВт (120 л.с.)",91.11.02-092
Машины для сооружений линий связи и электропередач,0,Кабелеукладчики,0,Установки для пневмопрокладки волоконно-оптического кабеля,91.11.02-091
Машины для водохозяйственного строительства и мелиоративных работ,0,Бороны,0,Бороны дисковые мелиоративные без трактора,91.12.01-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Бороны,0,Бороны зубовые,91.12.01-002
Машины для водохозяйственного строительства и мелиоративных работ,0,Бороны,0,Бороны корчевальные (без трактора),91.12.01-003
Машины для водохозяйственного строительства и мелиоративных работ,0,Корчеватели,0,"Корчеватели-собиратели с трактором, мощность 59 кВт (80 л.с.)",91.12.02-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Корчеватели,0,"Корчеватели-собиратели с трактором, мощность 79 кВт (108 л.с.)",91.12.02-002
Машины для водохозяйственного строительства и мелиоративных работ,0,Корчеватели,0,"Корчеватели-собиратели с трактором, мощность 96 кВт (130 л. с.)",91.12.02-003
Машины для водохозяйственного строительства и мелиоративных работ,0,Корчеватели,0,"Корчеватели-собиратели с трактором, мощность 118 кВт (160 л.с.)",91.12.02-004
Машины для водохозяйственного строительства и мелиоративных работ,0,Корчеватели,0,Корчеватели роторные (без трактора),91.12.02-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Косилки,0,Косилки-кусторезы навесные тракторные,91.12.03-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Косилки,0,Косилки прицепные,91.12.03-021
Машины для водохозяйственного строительства и мелиоративных работ,0,Косилки,0,Газонокосилки моторные,91.12.03-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Кусторезы,0,"Кусторезы навесные с гидравлическим управлением на тракторе, мощность 79 кВт (108 л.с.)",91.12.04-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Кусторезы,0,"Кусторезы навесные с гидравлическим управлением на тракторе, мощность 118 кВт (160 л.с.)",91.12.04-002
Машины для водохозяйственного строительства и мелиоративных работ,0,Кусторезы,0,"Мотокусторезы, мощность 3 кВт (4 л.с.)",91.12.04-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Плуги,0,"Машины глубинной подготовки полей на тракторе, мощность 79 кВт (108 л.с.)",91.12.05-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Плуги,0,"Машины глубинной подготовки полей на тракторе, мощность 103 кВт (140 л.с.)",91.12.05-002
Машины для водохозяйственного строительства и мелиоративных работ,0,Плуги,0,Плуги выкопочные (без трактора),91.12.05-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Плуги,0,Плуги трехкорпусные навесные,91.12.05-012
Машины для водохозяйственного строительства и мелиоративных работ,0,Плуги,0,Плуги четырехкорпусные навесные,91.12.05-013
Машины для водохозяйственного строительства и мелиоративных работ,0,"Рыхлители, культиваторы",0,"Культиваторы навесные, рабочая ширина захвата до 6 м",91.12.06-001
Машины для водохозяйственного строительства и мелиоративных работ,0,"Рыхлители, культиваторы",0,Рыхлители прицепные (без трактора),91.12.06-012
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Агрегаты для травосеяния на откосах автомобильных и железных дорог,91.12.07-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Агрегаты посадочные прицепные,91.12.07-002
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Машины для укрепления откосов земляного полотна гидропосевом с мульчированием,91.12.07-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Сеялки прицепные,91.12.07-021
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Сеялки туковые (без трактора),91.12.07-022
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,"Установки для гидропосева многолетних трав на базе автомобиля, объем емкости 13 000 л",91.12.07-031
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Валкователи древесных остатков (без трактора),91.12.08-001
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,"Опрыскиватели прицепные, емкость бака 2,2 м3",91.12.08-011
Машины для водохозяйственного строительства и мелиоративных работ,0,Рассадопосадочные машины,0,Грабли кустарниковые навесные (без трактора),91.12.08-021
Машины для водохозяйственного строительства и мелиоративных работ,0,Канавокопатели,0,Канавокопатели плужные прицепные (без трактора),91.12.08-031
