categories,cat_id,groups,gr_id,resources,csr_code
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 79 кВт (108 л.с.)",91.01.01-014
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 121 кВт (165 л.с.)",91.01.01-015
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 132 кВт (180 л.с.)",91.01.01-016
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 243 кВт (330 л.с.)",91.01.01-018
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 303 кВт (410 л.с.)",91.01.01-019
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры-рыхлители на тракторе, мощность 382 кВт (520 л.с.)",91.01.01-021
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 59 кВт (80 л.с.)",91.01.01-034
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 79 кВт (108 л.с.)",91.01.01-035
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 96 кВт (130 л.с.)",91.01.01-036
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 121 кВт (165 л.с.)",91.01.01-038
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 132 кВт (180 л.с.)",91.01.01-039
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 243 кВт (330 л.с.)",91.01.01-040
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 303 кВт (410 л.с.)",91.01.01-046
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры, мощность 340 кВт (450 л.с.)",91.01.01-047
Машины для земляных работ,0,Бульдозеры,0,"Бульдозеры в составе кабелеукладочной колонны, мощность 128,7 кВт (175 л.с.)",96.01.01-001
Машины для земляных работ,0,Грейдеры,0,"Автогрейдеры тяжелого типа, мощность 135 кВт (184 л.с.)",91.01.02-001
Машины для земляных работ,0,Грейдеры,0,"Автогрейдеры тяжелого типа, мощность 129 кВт (176 л.с.)",91.01.02-002
Машины для земляных работ,0,Грейдеры,0,"Автогрейдеры легкого типа, мощность 66 кВт (90 л.с.)",91.01.02-003
Машины для земляных работ,0,Грейдеры,0,"Автогрейдеры среднего типа, мощность 99 кВт (135 л.с.)",91.01.02-004
Машины для земляных работ,0,Грейдеры,0,"Автогрейдеры особо тяжелого типа, мощность 173 кВт (235 л.с.)",91.01.02-005
Машины для земляных работ,0,Грейдеры,0,Грейдеры прицепные среднего типа,91.01.02-021
Машины для земляных работ,0,Грейдеры,0,Грейдеры прицепные тяжелого типа,91.01.02-022
Машины для земляных работ,0,Скреперы,0,"Комплексы скреперные, емкость ковша 0,6-0,8 м3",91.01.03-001
Машины для земляных работ,0,Скреперы,0,"Комплексы скреперные, емкость ковша до 0,5 м3",91.01.03-002
Машины для земляных работ,0,Скреперы,0,"Скреперы самоходные, геометрическая емкость ковша 15,0 м3",91.01.03-012
Машины для земляных работ,0,Скреперы,0,"Скреперы самоходные, геометрическая емкость ковша 25,0 м3",91.01.03-013
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 3,0 м3",91.01.03-020
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 4,5 м3",91.01.03-021
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 7,0 м3",91.01.03-022
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 8,0 м3",91.01.03-023
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 10,0 м3",91.01.03-024
Машины для земляных работ,0,Скреперы,0,"Скреперы прицепные (с гусеничным трактором), емкость ковша 15,0 м3",91.01.03-025
Машины для земляных работ,0,Скреперы,0,"Скреперы самоходные, геометрическая емкость ковша 8,0 м3",91.01.03-032
Машины для земляных работ,0,Установки баровые,0,"Установки двухбаровые на тракторе, мощность 79 кВт (108 л.с.)",91.01.04-001
Машины для земляных работ,0,Установки баровые,0,"Установки однобаровые на тракторе, мощность 59 кВт (80 л.с.), ширина щели 14 см",91.01.04-002
Машины для земляных работ,0,Установки баровые,0,"Установки однобаровые на тракторе, мощность 79 кВт (108 л.с.), ширина щели 14 см",91.01.04-003
Машины для земляных работ,0,Установки баровые,0,"Установки однобаровые на тракторе, мощность 79 кВт (108 л.с.), ширина щели 54 см",91.01.04-004
Машины для земляных работ,0,Экскаваторы,0,Грейферы широкозахватные на базе экскаватора для проходки траншей противофильтрационных завес,91.01.05-001
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы-дреноукладчики, мощность 79 кВт (108 л.с.)",91.01.05-042
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы-планировщики на шасси автомобильного типа, емкость ковша 0,6 м3",91.01.05-051
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы-планировщики на шасси автомобильного типа, емкость ковша 0,8 м3",91.01.05-052
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы для подземных работ, емкость ковша 1,2 м3",91.01.05-062
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 0,15 м3",91.01.05-065
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 0,25 м3",91.01.05-066
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 2,5 м3",91.01.05-071
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 0,4 м3",91.01.05-084
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 0,5 м3",91.01.05-085
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 0,65 м3",91.01.05-086
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 1,0 м3",91.01.05-087
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 1,6 м3",91.01.05-088
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 1,25 м3",91.01.05-089
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на пневмоколесном ходу, объем ковша 0,4 м3",91.01.05-104
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на пневмоколесном ходу, объем ковша 0,5 м3",91.01.05-105
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на пневмоколесном ходу, объем ковша 0,25 м3",91.01.05-106
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 2,5 м3",91.01.05-118
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие, емкость ковша 5-6 м3",91.01.05-119
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 4 м3",91.01.05-124
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 6,5 м3",91.01.05-125
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 10 м3",91.01.05-126
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 13 м3",91.01.05-127
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 15 м3",91.01.05-128
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 20 м3",91.01.05-129
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 25 м3",91.01.05-130
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические шагающие с рабочим оборудованием ""драглайн"", емкость ковша 40 м3",91.01.05-131
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 4 м3 (с удлиненным рабочим оборудованием)",91.01.05-132
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 4,6 м3",91.01.05-133
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 5,2 м3",91.01.05-134
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 6,3 м3",91.01.05-135
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 8 м3",91.01.05-136
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 10 м3",91.01.05-137
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 12,5 м3",91.01.05-138
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 15 м3",91.01.05-139
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые электрические на гусеничном ходу, емкость ковша 20 м3",91.01.05-140
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы шнекороторные на тракторе, мощность 79 кВт (108 л.с.)",91.01.05-154
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы шнекороторные на тракторе, мощность 132 кВт (180 л.с.)",91.01.05-155
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы на гусеничном ходу c захватом для леса грейферного типа, мощность 147 кВт (200 л.с.), эксплуатационная масса экскаватора 23 т, площадь захвата 0,7 м2",91.01.05-160
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы малогабаритные на гусеничном ходу гидравлические, объем ковша до 0,35 м3",91.01.05-512
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы одноковшовые дизельные на гусеничном ходу, объем ковша 1,8 м3",91.01.05-518
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы-погрузчики гидравлические пневмоколесные, емкость экскаваторного ковша 0,28 м3, грузоподъемность фронтального ковша 0,5 т",91.01.05-548
Машины для земляных работ,0,Экскаваторы,0,"Экскаваторы на гусеничном ходу импортного производства, емкость ковша 0,5 м3",96.01.01-002
Машины для земляных работ,0,Экскаваторы,0,"Колеса вибротрамбовочные навесные без погрузчика, максимальная глубина до 420 мм, ширина 50, 100, 150 мм",91.01.05-551
Машины и агрегаты для свайных и шпунтовых работ,0,Вибропогружатели,0,"Вибропогружатели высокочастотные вариабельные дизельные, эксцентриковый момент 0-48 кгм, сила тяги до 600 кН, центробежная сила до 2960 кН",91.02.01-001
Машины и агрегаты для свайных и шпунтовых работ,0,Вибропогружатели,0,"Вибропогружатели высокочастотные электрические для погружения свай до 1,5 т, эксцентриковый момент 47 кгм, центробежная сила 450 кН",91.02.01-003
Машины и агрегаты для свайных и шпунтовых работ,0,Вибропогружатели,0,"Вибропогружатели низкочастотные электрические для погружения металлических и железобетонных свай до 3 т, эксцентриковый момент 71,4 кгм, центробежная сила 604 кН",91.02.01-004
Машины и агрегаты для свайных и шпунтовых работ,0,Вибропогружатели,0,"Вибропогружатели низкочастотные электрические для погружения свай-оболочек, эксцентриковый момент 124,4 кгм, центробежная сила 604 кН",91.02.01-005
Машины и агрегаты для свайных и шпунтовых работ,0,Вибропогружатели,0,"Вибропогружатели, эксцентриковый момент 46 кгм, с гидравлической станцией мощностью 548 л.с.",91.02.01-006
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Установки копровые на базе трактора, мощность до 110 кВт (150 л.с.)",91.02.02-001
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Агрегаты копровые без дизель-молота на базе экскаватора с емкостью ковша 0,65 м3",91.02.02-002
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,Агрегаты копровые без дизель-молота на базе экскаватора с емкостью ковша 1 м3,91.02.02-003
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Агрегаты копровые без дизель-молота на базе экскаватора с емкостью ковша 1,25 м3",91.02.02-004
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,Копры гусеничные для свай длиной до 12 м,91.02.02-011
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,Копры гусеничные для свай длиной до 20 м,91.02.02-012
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Копры универсальные рельсовые с дизель-молотом 2,5 т",91.02.02-013
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,Копры универсальные с пневматическим молотом 8 т,91.02.02-015
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Мачты копровые с дизель-молотом, масса ударной части до 1,8 т",91.02.02-021
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Мачты копровые с дизель-молотом, масса ударной части до 1,25 т",91.02.02-022
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Мачты копровые с дизель-молотом, масса ударной части до 2,5 т",91.02.02-023
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,"Мачты копровые с дизель-молотом, масса ударной части до 3,5 т",91.02.02-024
Машины и агрегаты для свайных и шпунтовых работ,0,Копры и агрегаты копровые,0,Мачты копровые с полиспастом для извлечения свай,91.02.02-025
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Гидромолоты на базе экскаватора на пневмоколесном ходу массой до 15 т, вес ударной части 0,95 т",91.02.03-001
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Гидромолоты сваебойные, вес ударной части 10 т, энергия удара 20-200 кДж, с гидравлической станцией мощностью до 515 кВт (700 л.с.)",91.02.03-011
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 0,6 т",91.02.03-021
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 1,8 т",91.02.03-022
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 1,25 т",91.02.03-023
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 2,5 т",91.02.03-024
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 3,5 т",91.02.03-025
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Дизель-молоты, вес ударной части 5 т",91.02.03-026
Машины и агрегаты для свайных и шпунтовых работ,0,Молоты,0,"Гидромолоты сваебойные, вес ударной части 14 т, энергия удара 31-280 кДж, с гидравлической станцией мощностью до 515 кВт (700 л.с.)",91.02.03-040
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки свайно-буровые на базе крана на гусеничном ходу, грузоподъемностью 25 т, диаметр бурения до 1000 мм",91.02.04-011
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установка для устройства буронабивных свай на базе экскаватора с емкостью ковша 2,5 м3 для бурения скважин диаметром до 1,7 м",91.02.04-021
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки буровые для бурения скважин под сваи ковшового бурения, глубиной до 24 м, диаметром до 1200 мм",91.02.04-032
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки буровые для бурения скважин под сваи шнекового бурения на автомобильном ходу, глубиной до 20 м, диаметром 800-1300 мм",91.02.04-035
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки шнекового бурения для устройства буронабивных свай на базе крана на гусеничном ходу, грузоподъемностью 25 т, глубина бурения до 30 м, диаметр бурения до 600 мм, диаметр уширенной полости до 1600 мм",91.02.04-036
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки буровые для бурения скважин на гусеничном ходу, диаметр при бурении с обсадными трубами до 1500 мм, глубина до 30 м, крутящий момент 150-250 кНм",91.02.04-040
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки буровые для бурения скважин на гусеничном ходу, диаметр при бурении с обсадными трубами до 2300 мм, глубина до 46 м, крутящий момент 250-350 кНм",91.02.04-041
Машины и агрегаты для свайных и шпунтовых работ,0,Установки для устройства буронабивных свай,0,"Установки буровые шнекового бурения скважин на гусеничном ходу, диаметр при бурении до 800 мм, глубина до 20 м, крутящий момент 150-250 кНм",91.02.04-043
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,Оборудование для вытрамбовывания скважин на базе крана на гусеничном ходу,91.02.05-001
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки для вдавливания свай, усилие вдавливания 92 т",91.02.05-011
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки для вдавливания свай, усилие вдавливания 320 т",91.02.05-018
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки для вдавливания свай, усилие вдавливания 120 т",91.02.05-019
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки для вдавливания свай, усилие вдавливания 240 т",91.02.05-020
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки статического задавливания свай, 150 т",91.02.05-021
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки с гидравлическим грейфером размером 600x800x3000 мм для работы по технологии ""стена в грунте"", крутящий момент 260 кН*м, мощность 333 кВт",91.02.05-031
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки с гидравлическим грейфером размером 1000x2500 мм для работы по технологии ""стена в грунте"", крутящий момент 260 кН*м, мощность 333 кВт",91.02.05-032
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки сваебойные на гусеничном ходу с гидромолотом, масса ударной части до 7 т, длина погружаемых свай до 20 м",91.02.05-040
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Комплексы машин для устройства грунтоцементных свай по технологии струйной цементации, максимальный крутящий момент 10000 Нм, глубина бурения до 35 м",91.02.05-050
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Комплексы машин для устройства грунтоцементных свай по технологии струйной цементации, максимальный крутящий момент 15000 Нм, глубина бурения до 50 м",91.02.05-051
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Грейферы широкозахватные на гусеничном ходу, объем ковша до 1 м3",91.02.05-500
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки фрезерные проходческие на гусеничном ходу для устройства ""стены в грунте"", ширина до 1500 мм, глубина до 35 м",91.02.05-524
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Домкраты гидравлические для натяжения арматурных канатов в комплекте с маслостанцией, рабочее давление до 70 МПа",91.02.05-526
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Установки сваебойные самоходные для устройства барьерных ограждений, мощность молота до 1200 Дж",91.08.11-120
Машины и агрегаты для свайных и шпунтовых работ,0,Машины и агрегаты для свайных и шпунтовых работ,0,"Машины пневматические при работе от передвижных компрессорных установок для забивания в грунт под любым углом наклона к горизонту и извлечения стержней диаметром от 12 до 25 мм, длиной от 2 до 15 м",91.21.22-195
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,Комбайны проходческие для выработок сечением 9-25 м2,91.03.05-014
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комбайны проходческие для горизонтальных и наклонных выработок сечением 4,7-15 м2",91.03.05-016
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы стволопроходческие, диаметр шахтного ствола 7700/5500 мм",91.03.05-021
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы проходческие, диаметр 5,5 м",91.03.05-035
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 4,20 м",91.03.05-039
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комбайны проходческие универсальные с гидромолотом и породопогрузочным оборудованием, мощность двигателя 55 кВт",91.03.05-041
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комбайны проходческие универсальные с гидромолотом и породопогрузочным оборудованием, мощность двигателя 90 кВт",91.03.05-042
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 0,55 м",91.03.05-540
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 0,65 м",91.03.05-541
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 0,76 м",91.03.05-542
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 0,86 м",91.03.05-543
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 1,09 м",91.03.05-544
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 1,28 м",91.03.05-545
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 1,49 м",91.03.05-546
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 1,78 м",91.03.05-547
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 1,94 м",91.03.05-548
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 2,12 м",91.03.05-549
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 2,40 м",91.03.05-550
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Комплексы и комбайны проходческие,0,"Комплексы микротоннельные проходческие, максимальный наружный диаметр трубы (обделки) 2,70 м",91.03.05-551
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,Грузчики грейферные с пневматической лебедкой при конечной глубине ствола до 300 м,91.03.06-002
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,"Машины погрузочно-доставочные с электродвигателем на пневмоколесном ходу, грузоподъемность до 6 т",91.03.06-011
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,"Машины погрузочно-доставочные с двигателем внутреннего сгорания на пневмоколесном ходу, грузоподъемность до 10 т",91.03.06-013
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,"Машины погрузочно-доставочные с двигателем внутреннего сгорания на пневмоколесном ходу во взрывобезопасном исполнении, грузоподъемность до 10 т",91.03.06-014
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,"Машины погрузочные на колесно-рельсовом ходу для горизонтальных выработок сечением до 8 м2, пневматические при работе от стационарных компрессорных станций",91.03.06-021
"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",0,Машины погрузочные,0,"Машины погрузочные на колесно-рельсовом ходу для горизонтальных выработок сечением свыше 8 м2, пневматические",91.03.06-022
