categories,cat_id,groups,g_id,resources,csr_code
Молотки клепальные,0,Молотки клепальные электрические,0,"Молотки клепальные электрические, мощность 0,4 кВт",91.21.09-001
Молотки клепальные,0,Молотки клепальные пневматические,0,Молотки клепальные пневматические,91.21.09-011
Молотки отбойные,0,Молотки клепальные пневматические,0,Молотки отбойные пневматические при работе от стационарных компрессорных станций,91.21.10-001
Молотки отбойные,0,Молотки клепальные пневматические,0,Молотки отбойные пневматические при работе от передвижных компрессоров,91.21.10-002
Молотки отбойные,0,Молотки чеканочные,0,Молотки чеканочные при работе от передвижных компрессорных установок,91.21.10-004
Молотки отбойные,0,Молотки чеканочные,0,Молотки при работе от стационарных компрессорных станций чеканочные,91.21.10-006
Молотки отбойные,0,Молотки отбойные электрические,0,"Молотки отбойные электрические, мощность 1,5 кВт",91.21.10-011
Мотобуры,0,Мотобуры ручные,0,"Мотобуры ручные, диаметр сверла 200 мм, глубина сверления до 1 м, мощность двигателя 1,6 кВт",91.21.11-001
Мотобуры,0,Мотобуры ручные,0,"Мотобуры ручные, диаметр сверла от 200 до 350 мм, мощность двигателя до 5,5 кВт",91.21.11-002
Ножницы,0,Ножницы ручные,0,Ножницы ручные с храповым механизмом для полиэтиленовых труб диаметром до 63 мм,91.21.12-003
Ножницы,0,Ножницы электрические,0,Ножницы электрические,91.21.12-004
Пилы,0,Бензорезы,0,"Бензорезы, мощность двигателя 3 кВт (4 л.с.)",91.21.15-001
Пилы,0,Пилы ленточные,0,"Пилы ленточные с поворотной пилорамой электрические, скорость движения ленты 80 м/мин",91.21.15-022
Пилы,0,Пилы маятниковые,0,"Пилы маятниковые для резки металлопроката электрические, диаметр диска 350 мм",91.21.15-023
Пилы,0,Пилы бензиновые,0,"Пилы бензиновые отрезные дисковые, мощность до 5 кВт (7 л.с.)",91.21.15-508
Пробойники,0,Пневмопробойники,0,Пневмопробойники при бестраншейной замене труб диаметром от 355 до 630 мм при работе от передвижных компрессорных установок,91.21.17-001
Пробойники,0,Пневмопробойники,0,Пневмопробойники при бестраншейной замене труб диаметром от 200 до 355 мм при работе от передвижных компрессорных установок,91.21.17-002
Пробойники,0,Пневмопробойники,0,Пневмопробойники при бестраншейной замене труб диаметром до 250 мм при работе от передвижных компрессорных установок,91.21.17-011
Пробойники,0,Пневмопробойники,0,Пневмопробойники при бестраншейной замене труб диаметром от 630 до 1200 мм при работе от передвижных компрессорных установок,91.21.17-013
Теплооборудование,0,Пушки тепловые,0,"Пушки тепловые, тепловая мощность 26-44 кВт",91.21.18-021
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне электрические, диаметр бурения до 400 мм",91.21.20-001
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне гидравлические, диаметр бурения до 150 мм",91.21.20-011
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне гидравлические, диаметр бурения до 300 мм",91.21.20-012
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне электрические, диаметр бурения до 250 мм",91.21.20-013
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне гидравлические, диаметр сверления 200-400 мм",91.21.20-014
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне электрические, диаметр бурения до 160 мм",91.21.20-502
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне электрические, диаметр бурения до 500 мм",91.21.20-503
Буровые установки,0,Установки алмазного бурения,0,"Установки алмазного бурения скважин в железобетоне электрические, диаметр бурения до 600 мм",91.21.20-504
